,coc_number,black,hispanic,share_rent,unemployment,share_pa,share_ssi,gini,rent,vacancy,single,veteran,poverty,older,pop_full,pop_pov,homeless,category,homeless_rate_full,homeless_rate_pov,state
191,MN-511,1.925504708,7.949082464,24.93055739,3.03042874,2.686877772,3.95756726,43.18592417,674.9680626,7.117541863,29.24790349,8.209189348,4.202867996,30.67857492,276447,11363,65,Rural,2.351264438,57.20320338,MN
192,MO-500,24.06286673,2.834029583,31.01918736,5.17389282,1.208533331,4.235194414,49.04,957,6.503428879,30.35334174,7.437954823,4.175955658,30.61629104,998684,40835,450,Suburban,4.505929804,110.1995837,MO
193,MO-501,46.92247641,3.971754698,56.62667758,8.288529129,2.410736535,7.50631875,50.81,810,7.898397063,44.54309209,6.624699159,11.61922955,26.83785616,311273,35157,949,Urban,30.48770693,269.9320192,MO
194,MO-503,3.950310352,3.123748582,20.01446362,3.561861679,1.207769356,3.831151452,40.0150398,984.2088012,7.054842293,22.76426005,8.518250843,3.61894387,28.99160715,479456,17009,532,Suburban,11.0959087,312.7755894,MO
195,MO-600,2.579201823,3.31340406,38.07248873,4.418463482,1.942155456,5.495171619,44.93410888,748.8901399,6.96695738,29.25236618,8.612092707,7.09030741,27.03938304,410786,28132,479,Urban,11.66057266,170.2687331,MO
196,MO-602,1.674368801,7.00405771,33.21832102,4.895033282,1.55784922,5.647943846,44.77786159,745.7752142,4.794950044,27.19868501,8.750816448,6.187702861,27.8916817,177440,10752,275,Rural,15.49819657,255.766369,MO
197,MO-603,5.540854985,5.456851726,33.81535039,4.653515427,2.463054187,5.840957072,43.41928505,733.1191502,9.801110912,30.66218701,8.948074137,6.596085345,28.97440421,119043,7333,204,Urban,17.1366649,278.1944634,MO
198,MO-604,20.6883348,11.65033476,40.25611793,5.237981963,2.44854363,5.027219073,45.16331966,886.4954905,6.497145818,32.5248705,7.924932827,6.696809553,27.19948005,1017008.916,67095.56343,1798,Urban,17.67929437,267.9759895,MO
199,MO-606,3.869090681,3.253896208,30.05428902,5.250453172,2.070634037,6.218637112,43.19894769,720.3247055,6.492311526,26.94150545,9.891815585,6.5105789,30.21877631,2740716.084,171596.4366,1345,Rural,4.907476581,78.38158104,MO
200,MS-500,49.46986588,2.248614382,32.97545215,7.016156608,2.481708383,6.786201815,45.61857862,881.6753339,7.961419633,28.01912059,6.559025437,7.467658893,27.34279444,572308,41424,446,Suburban,7.793006563,107.6670529,MS
201,MS-501,38.68730507,2.758662543,30.89586324,8.493782747,2.151289012,8.66460883,47.71207011,703.1031491,9.472372248,29.06494301,6.57816792,10.27789385,28.06076164,1927927,190872,560,Rural,2.904674295,29.33903349,MS
202,MS-503,19.8251069,5.002589417,33.92643703,8.714363046,2.104748452,6.322394871,44.92235254,835.801882,11.41700629,28.36140389,12.19849511,8.980968522,29.20657405,488527,42976,346,Rural,7.082515398,80.51005212,MS
203,MT-500,0.444452124,3.745589077,32.29538796,4.235182619,2.16638314,4.37340516,45.44376515,775.8563834,6.30233911,30.72323032,10.54048988,5.979592821,31.50963972,1041732,60777,1405,Rural,13.48715409,231.1729766,MT
204,NC-500,26.10792496,12.62551369,38.45792003,6.378308016,1.306200361,4.215154924,49.85,791,10.0536917,32.13416505,8.021200419,8.164740084,28.67027475,371573,29489,440,Urban,11.84154931,149.2081793,NC
205,NC-501,6.324811179,6.495359054,36.24980157,4.000861227,1.434267412,3.877937867,47.05,933,4.030541076,34.10680437,8.567320909,4.396189217,31.64606207,254474,10904,554,Suburban,21.77039698,508.0704329,NC
206,NC-502,37.03978046,13.44038478,46.22743916,5.157169453,1.240238489,4.026117106,47.5,1014,6.544116455,33.09435858,6.325756946,7.603968238,25.05147541,306457,22274,338,Urban,11.0292798,151.7464308,NC
207,NC-503,19.12757827,8.628852993,31.07884951,6.933907957,1.812064733,6.00275431,45.25698151,771.0495407,7.079380718,27.11899393,9.331205548,7.030866103,30.54732955,5107782,349549,2991,Rural,5.855770665,85.56740257,NC
208,NC-504,33.76452972,7.797059486,41.08005189,6.016142244,1.596203837,4.435434147,48.47,850,8.189753568,30.35944182,7.022212139,6.804952215,27.55728807,523582,34463,657,Urban,12.54817774,190.6392363,NC
209,NC-505,31.31524385,13.03264492,43.52589296,5.798239753,1.231334222,3.349060578,48.81,1099,5.876095943,30.51473686,6.017292306,5.674300156,23.91479199,1054314,58957,1668,Urban,15.82071375,282.9180589,NC
210,NC-506,13.00233351,5.42682347,32.82417997,6.36983911,1.805716037,4.515174382,47.49753084,942.855466,7.656897597,30.69658311,10.1131767,7.776297671,34.37874137,410111,31173,333,Suburban,8.119752945,106.8232124,NC
211,NC-507,20.31392431,10.06738279,36.09237435,4.303265898,1.129071084,2.832024748,44.46,1102,5.782921021,25.78527931,6.508550623,4.223112004,24.85041441,1046558,43254,983,Urban,9.39269491,227.2622185,NC
212,NC-509,14.9112441,6.000733834,31.24376654,7.201600706,2.622375298,6.227476429,46.17410418,764.056905,7.490336938,26.37801035,8.131725472,7.199013728,30.95512228,395185,28029,331,Suburban,8.375823981,118.0919762,NC
213,NC-511,36.887018,11.38973701,49.04676172,9.038637956,1.75296179,5.926795158,44.7,922,7.797822296,32.47520455,19.83479295,8.243343604,22.83096361,332106,26084,372,Urban,11.20124298,142.6161632,NC
214,NC-513,11.58334383,8.405042746,38.05516953,4.381574649,1.620057492,2.440556645,51.94,1077,4.333426626,28.40526186,5.014468174,7.990044693,26.83051393,142938,10530,152,Urban,10.63398117,144.3494777,NC
215,NC-516,2.448894293,5.308154115,28.35032881,6.048855747,1.514992232,5.660487554,47.03567387,677.9219783,9.202007711,28.62482625,7.103157215,9.449734972,33.06149783,210544,18844,449,Rural,21.32570864,238.2721291,NC
216,ND-500,2.718023507,3.526849871,37.33086061,2.833490898,2.037135245,2.988856886,45.35511439,788.2414355,9.417560564,31.38903091,8.127754805,5.477353909,26.50488367,752201,39838,542,Rural,7.205520865,136.0510066,ND
217,NE-500,1.235177478,10.4003124,29.94042351,3.21948453,1.739782969,4.075078024,42.69511376,688.444779,5.02557926,29.29812248,8.603425682,4.675524335,29.95625128,892442.1756,40397.44168,559,Rural,6.263711143,138.3750992,NE
218,NE-501,8.444498734,11.1280698,36.18171117,3.97705451,1.668486968,4.206941485,44.6081606,913.7779151,6.391990448,28.8162587,9.078628243,4.734248091,25.49023639,826846,38336,1411,Urban,17.06484642,368.0613523,NE
219,NH-500,0.963609945,2.306937541,26.8704016,3.884463302,2.576461594,4.776104837,43.40583041,1041.248169,4.258435087,26.29270382,9.368802454,3.562794603,34.33940817,932535,31995,742,Rural,7.956805911,231.9112361,NH
220,NJ-500,15.0142065,18.66730717,32.5790496,9.566118342,2.801529928,6.38704768,46.15,1094,7.11136396,27.56272904,6.170007187,5.700568002,31.84714325,268539,14984,437,Suburban,16.2732415,291.6444207,NJ
221,NJ-501,5.967425771,19.4117413,35.58561888,4.494841886,1.259722867,3.430313172,47.76,1454,3.609679962,23.58380956,3.820340097,3.164356673,30.63820499,929999,29098,354,Suburban,3.806455706,121.6578459,NJ
222,NJ-502,16.67484379,7.846906245,24.25496689,6.295129675,1.714845072,3.681055735,43.44,1299,5.216745568,25.0942621,8.507530203,3.396303731,31.24312505,446367,14753,840,Suburban,18.81859546,569.3757202,NJ
223,NJ-503,15.47682824,14.69314777,28.77906749,6.929227125,2.869535417,5.841619643,45.25195606,1090.65548,9.060624617,26.6762937,6.427374219,5.409393275,30.00428575,1045324,55175,999,Suburban,9.556845533,181.0602628,NJ
224,NJ-504,39.84500129,22.71310747,55.79748108,9.1686694,3.604930231,6.65942188,55.29,1143,6.771763655,30.75907427,3.127574467,7.199870822,26.5939979,793555,55736,2228,Suburban,28.0761888,399.7416392,NJ
225,NJ-506,12.4455791,43.18510509,68.53058971,6.052825923,2.853630559,5.127452247,50.49,1340,4.5171925,28.01169797,2.293367097,7.149936823,23.2638032,668631,47250,860,Suburban,12.86210182,182.010582,NJ
226,NJ-507,10.20227459,20.75921316,36.66767544,5.640792964,1.607817745,3.882128555,43.19,1432,3.805042938,22.43977282,3.825880005,3.830227613,27.99885811,826698,30497,597,Suburban,7.221500475,195.7569597,NJ
227,NJ-508,7.05163887,10.67202236,26.31844497,5.19998199,1.414436834,4.116746624,47.29,1372,3.939797055,25.98450448,5.320614819,3.387640086,33.13222765,623387,20918,335,Suburban,5.373868881,160.1491538,NJ
228,NJ-509,3.358731995,13.10016728,25.5926057,4.715069711,1.266473554,2.433995224,45.79,1476,5.399659864,23.67161242,4.860249731,2.129363779,31.76262129,494383,10368,398,Suburban,8.050438628,383.8734568,NJ
229,NJ-510,3.072107092,9.116479908,20.01642473,5.892545115,1.740134061,3.966795401,45.06,1422,3.284500064,28.76414969,8.347546437,4.470090777,31.42857626,591939,26133,354,Suburban,5.980345948,135.4609115,NJ
230,NJ-511,11.39530316,40.88953081,47.04710698,5.015268875,2.477546282,4.552453107,47.32,1273,3.699643738,23.1942323,3.49147567,7.040721137,27.23865717,504041,34945,434,Suburban,8.610410661,124.1951638,NJ
231,NJ-512,13.18839207,8.644372869,29.50895098,7.336784948,3.44654509,6.696503263,44.69,1016,6.663175808,28.66822821,7.700230219,5.88405984,32.38126816,63336,3650,49,Suburban,7.736516357,134.2465753,NJ
232,NJ-513,9.647279027,14.45562367,24.36673162,4.477488596,1.19560387,2.739035313,45.66,1552,5.450557957,23.30273818,3.819664561,2.192830754,30.9474341,330176,7164,218,Suburban,6.602539252,304.2992741,NJ
233,NJ-514,20.65722607,17.1847967,36.14223126,6.756310499,2.207541213,4.362723584,49.99,1233,5.296069167,27.36288528,4.350528922,5.399389198,28.35758565,368762,19041,479,Suburban,12.9894078,251.5624179,NJ
234,NJ-515,21.16908289,31.05325585,41.11288078,6.307829301,2.40545646,4.28442168,49.73,1248,3.819790551,24.27891866,3.538666585,4.151916797,27.87189956,553066,22695,478,Suburban,8.642729801,210.6190791,NJ
235,NJ-516,3.034455441,7.617452,20.34730885,5.303004812,1.513838087,3.160877011,42.01215642,1261.72376,5.209925526,24.2693335,6.319973902,2.684902505,35.43927075,373642,9841,338,Suburban,9.046092249,343.4610304,NJ
236,NM-501,1.790417294,48.11429551,30.68423897,7.550834923,3.049167086,6.664093235,46.77018735,817.989568,9.029157193,29.59141611,9.374789518,9.184163201,29.24065148,1565351.828,140551.874,1211,Rural,7.736279976,86.16035953,NM
237,NV-500,11.47880017,30.91562561,46.86569769,7.238026381,3.004216398,4.282808606,46.14,1088,8.860208528,28.49207114,8.818233888,6.592537626,26.99304343,2141574,139394,6083,Urban,28.40434185,436.3889407,NV
238,NV-501,2.29307903,24.17877581,41.96315979,5.627895696,3.045059449,3.270807062,45.81,1000,4.889029402,29.10736804,9.274502816,5.713104644,29.83178168,450486,25430,1192,Urban,26.46031175,468.7377114,NV
239,NV-502,1.501259111,18.31802146,31.42683975,6.597799414,2.784171116,4.415239673,41.29131247,888.1764146,6.178765612,28.49306451,12.50998877,5.848707226,34.49419418,330789,18825,269,Rural,8.132072106,142.8950863,NV
240,NY-500,15.25539874,8.549703862,36.2494847,5.899891811,4.081836195,6.404340483,46.46,902,6.795847635,32.02469448,6.006759394,7.194562343,29.89756103,744248,51802,835,Suburban,11.21937849,161.1906876,NY
241,NY-501,3.047584815,2.389671075,28.12188134,5.509744097,3.098541673,7.338312462,43.49512133,736.4488576,6.632116174,29.54318643,9.554238139,6.806081058,32.19541001,311591,19967,233,Rural,7.477751283,116.6925427,NY
242,NY-503,12.49308777,5.830671446,43.45359025,4.838603995,2.208589931,4.944130531,45.92,993,4.584497921,35.64853025,6.106237563,6.097055022,29.05739918,307426,17782,835,Suburban,27.16100785,469.5759757,NY
243,NY-504,1.605179826,2.06600932,28.55279483,6.321422599,2.869595648,8.452899819,42.56,639,6.361607143,30.64295486,10.3116072,6.211659503,32.68156425,77686,4668,33,Rural,4.247869629,70.6940874,NY
244,NY-505,8.707317147,4.156748042,33.04058089,6.229674368,3.60926107,5.945828753,45.36219412,823.6031481,7.308655835,29.60932953,7.613218623,7.309379513,30.66480746,661214,46205,722,Suburban,10.91930903,156.260145,NY
245,NY-507,10.30778071,6.912960105,33.47405948,6.599713056,3.944084811,6.852425181,44.11,922,7.203389831,34.50417488,7.03317004,4.622912992,29.817346,154883,6972,393,Suburban,25.37399198,563.6833046,NY
246,NY-508,11.34273332,4.764059194,33.1125548,4.912535584,3.106650782,5.947469798,45.59750663,774.7470003,5.82177654,33.01224336,7.709755734,6.592700245,31.48070801,1267192.405,81100.96388,957,Suburban,7.552128595,118.0010636,NY
247,NY-510,4.149103553,5.007672734,44.69562122,4.627239599,2.456390174,3.61847124,48.87,1107,3.442648839,32.56878401,4.719178082,12.54887462,25.10149375,102962,11201,91,Rural,8.838212156,81.24274618,NY
248,NY-511,3.313482803,3.395831837,30.29421922,6.067538828,3.735392088,6.885910676,44.51365114,753.6524916,7.237422771,30.30925883,8.198808174,7.137930546,32.16750736,445664,30219,244,Rural,5.474976664,80.74390284,NY
249,NY-512,6.422213999,4.798314004,36.94840698,5.10660731,2.011988291,5.142264145,43.17,945,3.617148554,30.79008101,7.600812301,5.909262465,31.07613952,159431,9081,178,Suburban,11.16470448,196.0136549,NY
250,NY-513,2.821322644,4.094264644,24.98911371,4.707803356,2.363050483,5.396696374,43.81277251,806.8409611,6.526848027,28.63723014,8.612589582,4.76097561,33.59005036,259949,11956,182,Rural,7.001373346,152.2248244,NY
251,NY-514,2.565249584,7.392638983,29.99695655,6.85986001,4.401582591,7.129270334,44.7,649,6.294797688,31.70889447,8.225916205,7.961891251,32.5746591,129656,9878,145,Rural,11.18343925,146.7908483,NY
252,NY-516,4.30106196,2.859123202,32.26946966,4.776994375,3.717152413,7.768752986,42.16,796,3.457697381,27.5075649,8.889392223,8.097487506,30.71515212,80794,5914,197,Rural,24.38299874,333.1078796,NY
253,NY-518,5.140870776,4.751845418,30.7990193,5.312147556,3.742684049,6.10574985,44.97160848,757.9851119,5.850563048,30.42936704,8.589838574,7.019303629,31.35461524,305216.1933,20199.72222,178,Rural,5.831931723,88.12002365,NY
254,NY-519,5.181690868,5.141151323,27.09631728,4.809473785,2.514164306,5.247875354,45.42339334,920.0319802,6.000324781,32.06090652,8.367050408,5.603552295,36.74172625,108536,5805,196,Rural,18.05852436,337.6399655,NY
255,NY-520,4.692287688,3.269902649,26.13797699,6.508949494,3.630516037,6.716309796,44.10900422,744.6839886,5.20195203,29.4323878,8.443132854,7.281735137,33.41700304,88443,5835,42,Rural,4.748821275,71.97943445,NY
256,NY-522,3.885531957,4.575929804,34.43652945,6.952731034,3.826514531,6.703229738,42.73892863,843.9802931,6.606614981,27.62928408,10.81114813,6.909094047,27.43643434,250725,16013,96,Rural,3.828896201,59.95128958,NY
257,NY-523,1.918718249,2.892033719,28.08504251,4.291575796,1.691434342,4.188671006,42.19510213,1006.958547,5.16978296,28.27949946,8.883333275,3.168580482,33.55607659,358260,11090,257,Suburban,7.173561101,231.7403066,NY
258,NY-600,24.27152605,29.10019561,67.34919564,6.920078062,4.371670805,7.902310102,51.33303907,1434.408352,3.416238314,32.19948746,2.344835232,8.231789843,26.00451958,8443713,683635,78676,Urban,93.17701821,1150.84804,NY
259,NY-601,10.49017673,11.89884788,31.24260576,5.868438764,2.079238358,4.804978248,44.53,1194,5.355401376,27.07853969,6.284398826,3.98172818,32.15445024,293894,11044,399,Suburban,13.57632344,361.2821442,NY
260,NY-602,10.80012797,20.01575773,31.9539976,4.925200254,2.121063924,5.189468038,43.8,1223,4.865028673,25.1325172,7.121563312,5.305149922,27.85099953,378227,19549,480,Suburban,12.69079151,245.5368561,NY
261,NY-603,9.68857061,17.82043372,19.63582139,4.513834822,1.572686819,3.739804477,44.93106297,1717.076543,5.158764636,21.12409453,4.908297493,3.069574593,31.09762293,2844465,85863,3868,Suburban,13.59833923,450.4850751,NY
262,NY-604,14.66344583,24.24830337,38.63819506,5.831802281,1.782238042,3.956740721,54.01128875,1492.646259,4.896967553,26.66624838,3.887510813,4.29462902,29.63952505,972058.9326,40752.53217,1827,Suburban,18.79515674,448.3157003,NY
263,NY-606,12.26960696,17.41904191,31.32243388,5.47675611,1.909904505,4.314784261,46.08,1463,3.658684083,21.09094545,3.758719175,6.819242613,27.23009336,323686,21769,180,Suburban,5.560944866,82.6863889,NY
264,NY-607,8.37244552,15.73705974,32.33416995,7.743729461,1.484403012,5.657941915,46.33,876,10.86998832,29.99282897,7.698548177,6.268681387,33.87935275,75211,4551,189,Rural,25.12930289,415.2933421,NY
265,NY-608,5.920146344,10.02548758,31.24002358,6.189971446,3.109046722,4.183264068,46.2,1086,5.297012606,30.7812882,6.158877231,6.897416604,34.14109078,179303,11825,464,Rural,25.87798308,392.3890063,NY
266,OH-500,25.60135446,3.175844007,42.15503028,6.093469942,3.659992635,6.228910395,50.18252019,779.2356683,6.037574,35.00629579,6.550736225,7.888877096,28.19882175,815663.9082,62939.16716,1114,Suburban,13.65758603,176.9963046,OH
267,OH-501,18.90355452,6.986925822,40.02624745,7.500900551,3.172590959,7.428028928,48.8,723,6.375791149,33.33482255,7.169245499,9.003882208,29.2722357,432379,38036,662,Urban,15.31064182,174.045641,OH
268,OH-502,29.61421554,5.781861774,41.55099706,8.262981471,3.222284325,7.274975814,51.24,790,6.824984134,37.68975231,6.837223083,8.529623821,30.62021099,1253783,104699,1808,Suburban,14.42035823,172.685508,OH
269,OH-503,21.67469348,5.313993096,45.95807753,5.165102396,2.288723412,5.079697622,46.45799124,941.5057275,5.124926831,31.67307436,6.723489771,7.445949163,24.48977729,1316479.686,95739.6528,1807,Urban,13.72599987,188.7410229,OH
270,OH-504,15.08629644,5.837776547,31.31297679,8.006911432,3.51242198,7.036062497,47.36,670,6.78905127,33.84224697,8.759651199,7.314197939,33.00514143,231064,16380,180,Urban,7.79004951,109.8901099,OH
271,OH-505,20.42047711,2.84390298,38.89970662,7.127799175,2.831075303,6.580675527,46.66885005,777.0247466,6.533964248,33.60088511,9.994729777,7.699470608,29.82764889,536209.7263,39961.51411,680,Suburban,12.6816051,170.1637226,OH
272,OH-506,14.40578801,2.06123918,34.28571429,5.645500755,5.143837601,5.612674644,46.87,806,5.446495901,32.09394567,7.602951008,6.113605984,31.26963327,541810,32564,587,Suburban,10.83405622,180.2604103,OH
273,OH-507,3.927273964,3.018456596,27.83063776,5.113711861,2.554015907,5.703015854,43.32856997,768.6585529,5.269668195,26.87800765,8.715385495,5.692805245,30.84069636,6141014.68,338504.6659,3133,Rural,5.10176276,92.55411565,OH
274,OH-508,7.361135283,2.006292255,31.72572372,6.010926089,6.323657541,5.969904814,43.83,728,3.41415912,29.29989715,8.924806987,6.017912713,31.78445679,373475,21891,278,Suburban,7.44360399,126.9928281,OH
275,OK-500,3.874523505,6.239967688,33.99728147,5.085146035,2.607299095,4.59638344,46.35656375,761.81124,7.227370262,28.91414455,8.391171366,8.679283328,27.52678667,314581.3375,26145.35927,181,Rural,5.753678888,69.22834686,OK
276,OK-501,9.68223413,11.86380435,39.61496972,5.46645071,2.426437604,5.015289284,47.77679599,842.1343218,8.363729737,29.84314699,8.093550521,6.656593686,26.45689602,696577.7432,45655.9651,1083,Urban,15.54743904,237.2088724,OK
277,OK-502,12.75912951,15.35447704,39.38066881,4.787531986,2.984412216,4.683584857,47.44996578,866.1929745,8.260872621,29.58580701,9.00753369,6.724443577,25.39404778,637120.0598,41857.03697,1183,Urban,18.56792895,282.6287013,OK
278,OK-503,8.20753626,13.19171159,33.16024872,4.856269292,2.845539383,4.911957073,45.84234084,790.6858603,7.982668938,27.90484063,8.870149494,6.34138367,26.91280302,672272.9641,41344.51175,233,Rural,3.465854086,56.35572658,OK
279,OK-505,1.595928138,5.035087764,26.62696161,5.999621915,2.739039999,6.574343412,44.07356076,728.4667706,7.203406333,25.32423719,9.749152894,6.703528333,30.28010738,443201.9193,29116.67563,392,Rural,8.84472704,134.6307542,OK
280,OK-506,7.117583183,11.44314133,33.1489203,5.67969891,2.84348622,6.70124411,44.31091992,718.3341935,9.25181607,26.8822672,12.39004462,6.695447086,27.54203796,406121,25947,191,Rural,4.703031855,73.61159286,OK
281,OK-507,4.955542186,6.042403872,30.3519751,6.39938829,3.747730294,8.139841668,46.09633925,655.732463,8.73802456,28.17351372,9.536418275,7.764281125,29.88704939,539907.9029,40341.11346,244,Rural,4.519289284,60.48420063,OK
282,OR-500,1.059959553,8.671065544,41.34832206,7.102971228,3.593314763,5.709643189,46.37,954,3.404203398,29.34871999,9.30473353,8.676904853,30.69463948,368882,31352,1641,Urban,44.48577052,523.4115846,OR
283,OR-501,5.43381494,11.41054809,45.82660389,5.572794116,4.434912786,4.904524673,47.66,1172,3.68974102,32.33830691,5.907870949,7.032066222,25.86787404,798647,55125,4019,Urban,50.32260811,729.0702948,OR
284,OR-502,0.617920632,12.53949512,36.95047874,6.511767052,3.658327328,5.112277932,46.56,954,2.403428332,28.38692703,10.95817706,6.525861012,33.04801953,214267,13836,732,Suburban,34.16298357,529.0546401,OR
285,OR-503,0.589509995,9.071289581,33.44852958,5.861129716,2.339970123,3.717865822,44.06891314,1071.512299,2.586458367,24.6683463,10.04405188,4.75997054,33.34689545,226120,10664,787,Rural,34.80452857,737.9969992,OR
